Game,Round,Quantity_A,Quantity_B,Total_Quantity,Price,Profit_A,Profit_B
4,20,15.038818239664913,48.395522777935405,63.43434101760032,-26.868682035200635,-704.8495902600305,-2268.2343690063644
5,1,20.01218733394775,21.847744431218906,41.85993176516666,16.280136469666687,-74.44260582575049,-81.27062772973395
5,2,41.54707395101994,36.8047292310348,78.35180318205474,-56.703606364109476,-3186.8104059195803,-2823.0554632749268
5,3,45.66774153666721,9.491587468961878,55.15932900562909,-10.31865801125818,-1384.5846377967432,-287.7721944553988
5,4,44.92049789875704,1.5183025667351657,46.43880046549221,7.122399069015586,-578.4682455613171,-19.552094546904797
5,5,47.75694020679494,13.412482656461385,61.16942286325632,-22.338845726512645,-2021.9737237857796,-567.8690340014451
5,6,34.98225171192694,31.008845664781443,65.99109737670838,-31.982194753416763,-1818.4542214024332,-1611.907854425312
5,7,6.459290689210252,27.6005835509782,34.05987424018845,31.8802515196231,76.73799802617744,327.9018746739931
5,8,1.8003006026155521,7.553024991320527,9.353325593936079,90.64667440606392,127.18525050602159,533.5960973426851
5,9,38.62820709412221,7.918820181578655,46.54702727570086,6.905945448598274,-505.7998509132794,-103.68946344033183
5,10,13.274745388362067,30.227441524572093,43.502186912934164,12.995626174131672,-92.98127914330955,-211.7243002376782
5,11,13.859115246725969,28.935488625938646,42.79460387266462,14.410792254670767,-77.46147428041125,-161.7264571429822
5,12,49.78274908814511,13.41412493782831,63.19687402597342,-26.393748051946844,-2309.6083185286907,-622.3315327029437
5,13,19.065671491774545,6.420101865511954,25.485773357286497,74.51422664271351,1039.3503367981193,349.9868881658265
5,14,34.99750181761411,16.836758204399352,51.83426002201346,-3.66852004402692,-828.339073261068,-398.50114903726075
5,15,32.73879926547029,8.67670269364492,41.41550195911521,17.168996081769578,-92.68366899870567,-24.563779323029227
5,16,16.04447509402091,26.286239716037038,42.33071481005795,15.338570379884104,-74.79019144248086,-122.53145641380192
5,17,44.5213558110559,18.240203415322544,62.76155922637844,-25.523118452756876,-2026.7509542640332,-830.3509406781087
5,18,35.72954159996244,14.004014936262381,49.73355653622482,0.5328869275503649,-695.5510263532618,-272.61774223249336
5,19,37.39281555509688,47.123734713577946,84.51655026867482,-69.03310053734964,-3329.1983066915122,-4195.572210449379
5,20,18.868546786176527,49.55458346373427,68.4231302499108,-36.8462604998216,-1072.6063258600625,-2816.9927605395897
